4d3b0460f538b3c4adec6fc7c690bd0d	gi|2413015895|gb|CP104059.1|	93.562	100	6.11e-91	233	195108	Fusarium falciforme	ascomycete fungi	Fusarium falciforme
8e2a846e0c70d3fc2cb6ebb849130764	gi|189187567|gb|EU678449.1|	90.514	100	5.24e-87	253	290615	Leohumicola verrucosa	ascomycete fungi	Leohumicola verrucosa
8e2a846e0c70d3fc2cb6ebb849130764	gi|189187601|gb|EU678466.1|	90.119	100	2.44e-85	253	290618	Leohumicola minima	ascomycete fungi	Leohumicola minima
8e2a846e0c70d3fc2cb6ebb849130764	gi|189187591|gb|EU678461.1|	90.119	100	2.44e-85	253	290619	Leohumicola sp. DAOM 231148	ascomycete fungi	Leohumicola sp. DAOM 231148
8e2a846e0c70d3fc2cb6ebb849130764	gi|189187577|gb|EU678454.1|	90.119	100	2.44e-85	253	290615	Leohumicola verrucosa	ascomycete fungi	Leohumicola verrucosa
8b8f9b1378afdd5e96a33e09c641c70f	gi|349588247|gb|JN029450.1|	100.000	100	4.95e-127	253	557316	Hygrocybe persistens	basidiomycete fungi	Hygrocybe persistens
8b8f9b1378afdd5e96a33e09c641c70f	gi|2586993227|emb|OY742001.1|	92.490	100	2.40e-95	253	378274	Hygrocybe coccinea	basidiomycete fungi	Hygrocybe coccinea
8b8f9b1378afdd5e96a33e09c641c70f	gi|349588235|gb|JN029444.1|	91.700	99	1.87e-91	253	104224	Hygrocybe conica	basidiomycete fungi	Hygrocybe conica
8b8f9b1378afdd5e96a33e09c641c70f	gi|349588233|gb|JN029443.1|	91.700	99	1.87e-91	253	104224	Hygrocybe conica	basidiomycete fungi	Hygrocybe conica
8b8f9b1378afdd5e96a33e09c641c70f	gi|2869663041|emb|OZ209127.1|	91.339	100	2.42e-90	254	1471999	Gliophorus irrigatus	basidiomycete fungi	Gliophorus irrigatus
8b8f9b1378afdd5e96a33e09c641c70f	gi|2869663029|emb|OZ209115.1|	91.339	100	2.42e-90	254	1471999	Gliophorus irrigatus	basidiomycete fungi	Gliophorus irrigatus
8b8f9b1378afdd5e96a33e09c641c70f	gi|349588231|gb|JN029442.1|	92.500	95	8.70e-90	240	104224	Hygrocybe conica	basidiomycete fungi	Hygrocybe conica
8b8f9b1378afdd5e96a33e09c641c70f	gi|349588229|gb|JN029441.1|	90.909	100	1.13e-88	253	378274	Hygrocybe coccinea	basidiomycete fungi	Hygrocybe coccinea
8b8f9b1378afdd5e96a33e09c641c70f	gi|349588243|gb|JN029448.1|	90.514	100	5.24e-87	253	182064	Hygrocybe miniata	basidiomycete fungi	Hygrocybe miniata
8b8f9b1378afdd5e96a33e09c641c70f	gi|349588333|gb|JN029493.1|	90.763	98	1.88e-86	249	181531	Pluteus pellitus	basidiomycete fungi	Pluteus pellitus
3abec841084d27c884a5ec13ac945987	gi|2497691078|gb|OQ707026.1|	90.476	99	6.77e-86	252	1562163	Neopestalotiopsis cubana	ascomycete fungi	Neopestalotiopsis cubana
3abec841084d27c884a5ec13ac945987	gi|2497691058|gb|OQ707025.1|	90.476	99	6.77e-86	252	1562163	Neopestalotiopsis cubana	ascomycete fungi	Neopestalotiopsis cubana
3abec841084d27c884a5ec13ac945987	gi|2440032391|ref|NC_071220.1|	90.476	99	6.77e-86	252	1562163	Neopestalotiopsis cubana	ascomycete fungi	Neopestalotiopsis cubana
3abec841084d27c884a5ec13ac945987	gi|372460092|gb|JN574872.1|	90.476	99	6.77e-86	252	131350	Calonectria colhounii	ascomycete fungi	Calonectria colhounii
8b0d40083d9a1aadefc1ed9786cc9161	gi|194579818|gb|EU835658.1|	91.270	99	8.70e-90	252	547546	Dasybranchus sp. DH1	segmented worms	Dasybranchus sp. DH1
8b0d40083d9a1aadefc1ed9786cc9161	gi|675324091|gb|CP009079.1|	90.514	100	5.24e-87	253	1202531	Verticillium dahliae JR2	ascomycete fungi	Verticillium dahliae JR2
8b0d40083d9a1aadefc1ed9786cc9161	gi|2214664552|ref|NC_061540.1|	90.438	99	6.77e-86	251	2060973	Purpureocillium takamizusanense	ascomycete fungi	Purpureocillium takamizusanense
8b0d40083d9a1aadefc1ed9786cc9161	gi|992330782|ref|NC_029238.1|	90.119	100	2.44e-85	253	1051616	Verticillium nonalfalfae	ascomycete fungi	Verticillium nonalfalfae
8b0d40083d9a1aadefc1ed9786cc9161	gi|2078828068|gb|CP069154.1|	90.119	100	2.44e-85	253	1051616	Verticillium nonalfalfae	ascomycete fungi	Verticillium nonalfalfae
8b0d40083d9a1aadefc1ed9786cc9161	gi|2078810049|gb|CP069145.1|	90.119	100	2.44e-85	253	1051616	Verticillium nonalfalfae	ascomycete fungi	Verticillium nonalfalfae
8b0d40083d9a1aadefc1ed9786cc9161	gi|1599549063|emb|LR536627.1|	90.079	99	8.76e-85	252	93591	Lecanicillium fungicola	ascomycete fungi	Lecanicillium fungicola
8b0d40083d9a1aadefc1ed9786cc9161	gi|2749493272|gb|PP952402.1|	90.079	99	8.76e-85	252	65468	Trichoderma ghanense	ascomycete fungi	Trichoderma ghanense
29de352f895a80bec284fddb4ca04e0a	gi|195969284|gb|EU883398.1|	91.304	100	2.42e-90	253	164536	Tetracladium apiense	ascomycete fungi	Tetracladium apiense
29de352f895a80bec284fddb4ca04e0a	gi|195969312|gb|EU883412.1|	90.514	100	5.24e-87	253	552826	Tetracladium sp. CCM F-10008	ascomycete fungi	Tetracladium sp. CCM F-10008
256c942e240ef862616275daa67224ad	gi|2101441623|gb|MZ268992.1|	97.233	100	2.34e-115	253	2878440	Cyclopidae sp. CCG1_Katla	crustaceans	Cyclopidae sp. CCG1_Katla
9573e3575e22ec920e137e4c0b1719ff	gi|2101441623|gb|MZ268992.1|	97.233	100	2.34e-115	253	2878440	Cyclopidae sp. CCG1_Katla	crustaceans	Cyclopidae sp. CCG1_Katla
d18e82772c84a03d3451a41fc97b12d7	gi|2101441623|gb|MZ268992.1|	97.233	100	2.34e-115	253	2878440	Cyclopidae sp. CCG1_Katla	crustaceans	Cyclopidae sp. CCG1_Katla
5d92734c6c54338bb8e28092fe498316	gi|2101441623|gb|MZ268992.1|	97.233	100	2.34e-115	253	2878440	Cyclopidae sp. CCG1_Katla	crustaceans	Cyclopidae sp. CCG1_Katla
e73ef42bc265c9307594e26ab536971a	gi|2101441623|gb|MZ268992.1|	97.233	100	2.34e-115	253	2878440	Cyclopidae sp. CCG1_Katla	crustaceans	Cyclopidae sp. CCG1_Katla
2f3068e9af9fb4d0b47b9d56147a6d4d	gi|2101441623|gb|MZ268992.1|	97.233	100	2.34e-115	253	2878440	Cyclopidae sp. CCG1_Katla	crustaceans	Cyclopidae sp. CCG1_Katla
bccbfe8599b2c0850fbfaf6006dbc597	gi|2101441623|gb|MZ268992.1|	97.233	100	2.34e-115	253	2878440	Cyclopidae sp. CCG1_Katla	crustaceans	Cyclopidae sp. CCG1_Katla
788b213c24f873c1f6fc3531ffdd646c	gi|2101441623|gb|MZ268992.1|	96.838	100	1.09e-113	253	2878440	Cyclopidae sp. CCG1_Katla	crustaceans	Cyclopidae sp. CCG1_Katla
5550cfcc8655c7e3f4972c8a3941f525	gi|2101441623|gb|MZ268992.1|	97.233	100	2.34e-115	253	2878440	Cyclopidae sp. CCG1_Katla	crustaceans	Cyclopidae sp. CCG1_Katla
161a143d2c81a194b8e42c334df625c7	gi|2101441623|gb|MZ268992.1|	97.233	100	2.34e-115	253	2878440	Cyclopidae sp. CCG1_Katla	crustaceans	Cyclopidae sp. CCG1_Katla
b776d6d5da4db6e99ed1618caa4b8945	gi|2101441623|gb|MZ268992.1|	97.628	100	5.02e-117	253	2878440	Cyclopidae sp. CCG1_Katla	crustaceans	Cyclopidae sp. CCG1_Katla
c8905f1a8afb95939d60ef1d039968d9	gi|2101441623|gb|MZ268992.1|	97.233	100	2.34e-115	253	2878440	Cyclopidae sp. CCG1_Katla	crustaceans	Cyclopidae sp. CCG1_Katla
a7c3d9d8aa019b3d9dee5300d2c8f2f2	gi|2101441623|gb|MZ268992.1|	96.838	100	1.09e-113	253	2878440	Cyclopidae sp. CCG1_Katla	crustaceans	Cyclopidae sp. CCG1_Katla
dd423af113b6cd8769ca0a03fd603fa4	gi|2101441623|gb|MZ268992.1|	97.233	100	2.34e-115	253	2878440	Cyclopidae sp. CCG1_Katla	crustaceans	Cyclopidae sp. CCG1_Katla
3a22811b1c3cc4db660984b6ddb6ad8d	gi|2101441623|gb|MZ268992.1|	97.233	100	2.34e-115	253	2878440	Cyclopidae sp. CCG1_Katla	crustaceans	Cyclopidae sp. CCG1_Katla
73aa57056348696f0622dcb4fd2c051b	gi|2101441623|gb|MZ268992.1|	97.233	100	2.34e-115	253	2878440	Cyclopidae sp. CCG1_Katla	crustaceans	Cyclopidae sp. CCG1_Katla
d04cfb9de020f0081a323b2781a7bfc8	gi|2279755288|gb|CP076641.1|	90.123	96	1.90e-81	243	438356	Cercospora sojina	ascomycete fungi	Cercospora sojina
c197cf06142bd11e6b688f354c9a7498	gi|218138589|gb|FJ501222.1|	95.257	100	5.09e-107	253	581193	Hapsidospora cf. chrysogenum DAOM 226667	ascomycete fungi	Hapsidospora cf. chrysogenum DAOM 226667
c197cf06142bd11e6b688f354c9a7498	gi|372460066|gb|JN574859.1|	94.862	100	2.37e-105	253	755242	Cosmospora meliopsicola	ascomycete fungi	Cosmospora meliopsicola
c197cf06142bd11e6b688f354c9a7498	gi|372460078|gb|JN574865.1|	92.885	100	5.16e-97	253	431009	Macroconia gigas	ascomycete fungi	Macroconia gigas
c197cf06142bd11e6b688f354c9a7498	gi|372460090|gb|JN574871.1|	92.095	100	1.12e-93	253	45281	Pseudocosmospora vilior	ascomycete fungi	Pseudocosmospora vilior
c197cf06142bd11e6b688f354c9a7498	gi|372460072|gb|JN574862.1|	91.667	99	1.87e-91	252	144050	Thelonectria veuillotiana	ascomycete fungi	Thelonectria veuillotiana
c197cf06142bd11e6b688f354c9a7498	gi|372460080|gb|JN574866.1|	91.304	100	2.42e-90	253	57161	Fusarium decemcellulare	ascomycete fungi	Fusarium decemcellulare
c197cf06142bd11e6b688f354c9a7498	gi|372460082|gb|JN574867.1|	91.304	100	2.42e-90	253	57161	Fusarium decemcellulare	ascomycete fungi	Fusarium decemcellulare
c197cf06142bd11e6b688f354c9a7498	gi|372460074|gb|JN574863.1|	91.304	100	2.42e-90	253	1053090	Dialonectria episphaeria	ascomycete fungi	Dialonectria episphaeria
c197cf06142bd11e6b688f354c9a7498	gi|218138596|gb|FJ501232.1|	91.304	100	2.42e-90	253	48490	Fusarium circinatum	ascomycete fungi	Fusarium circinatum
c197cf06142bd11e6b688f354c9a7498	gi|219964439|gb|FJ544551.1|	91.304	100	8.70e-90	253	281068	Fusarium cortaderiae	ascomycete fungi	Fusarium cortaderiae
d7070d8a9501a78690b2367257fbda0d	gi|189187587|gb|EU678459.1|	92.095	100	1.12e-93	253	290615	Leohumicola verrucosa	ascomycete fungi	Leohumicola verrucosa
d7070d8a9501a78690b2367257fbda0d	gi|189187581|gb|EU678456.1|	92.095	100	1.12e-93	253	290615	Leohumicola verrucosa	ascomycete fungi	Leohumicola verrucosa
d7070d8a9501a78690b2367257fbda0d	gi|189187567|gb|EU678449.1|	92.095	100	1.12e-93	253	290615	Leohumicola verrucosa	ascomycete fungi	Leohumicola verrucosa
d7070d8a9501a78690b2367257fbda0d	gi|189187601|gb|EU678466.1|	91.700	100	5.20e-92	253	290618	Leohumicola minima	ascomycete fungi	Leohumicola minima
d7070d8a9501a78690b2367257fbda0d	gi|189187585|gb|EU678458.1|	91.700	100	5.20e-92	253	290615	Leohumicola verrucosa	ascomycete fungi	Leohumicola verrucosa
d7070d8a9501a78690b2367257fbda0d	gi|189187583|gb|EU678457.1|	91.700	100	5.20e-92	253	290615	Leohumicola verrucosa	ascomycete fungi	Leohumicola verrucosa
d7070d8a9501a78690b2367257fbda0d	gi|189187569|gb|EU678450.1|	91.700	100	5.20e-92	253	533305	Leohumicola atra	ascomycete fungi	Leohumicola atra
d7070d8a9501a78690b2367257fbda0d	gi|189187505|gb|EU678418.1|	91.700	100	5.20e-92	253	290615	Leohumicola verrucosa	ascomycete fungi	Leohumicola verrucosa
d7070d8a9501a78690b2367257fbda0d	gi|189187519|gb|EU678425.1|	91.304	100	6.73e-91	253	533305	Leohumicola atra	ascomycete fungi	Leohumicola atra
d7070d8a9501a78690b2367257fbda0d	gi|189187577|gb|EU678454.1|	91.304	100	2.42e-90	253	290615	Leohumicola verrucosa	ascomycete fungi	Leohumicola verrucosa
efd2f748a2c5d652ae89753d0ba5cbb2	gi|2210943844|gb|MT091966.1|	94.444	99	3.96e-103	252	1856741	Tolypocladium sp.	ascomycete fungi	Tolypocladium sp.
efd2f748a2c5d652ae89753d0ba5cbb2	gi|1275508377|gb|KY924883.1|	94.048	99	1.84e-101	252	29910	Tolypocladium inflatum	ascomycete fungi	Tolypocladium inflatum
efd2f748a2c5d652ae89753d0ba5cbb2	gi|1275508361|gb|KY924882.1|	94.048	99	1.84e-101	252	29910	Tolypocladium inflatum	ascomycete fungi	Tolypocladium inflatum
efd2f748a2c5d652ae89753d0ba5cbb2	gi|1275508345|gb|KY924881.1|	94.048	99	1.84e-101	252	29910	Tolypocladium inflatum	ascomycete fungi	Tolypocladium inflatum
efd2f748a2c5d652ae89753d0ba5cbb2	gi|1314948400|ref|NC_036382.1|	94.048	99	1.84e-101	252	29910	Tolypocladium inflatum	ascomycete fungi	Tolypocladium inflatum
efd2f748a2c5d652ae89753d0ba5cbb2	gi|2210943948|gb|MT091970.1|	94.048	99	1.84e-101	252	1856741	Tolypocladium sp.	ascomycete fungi	Tolypocladium sp.
efd2f748a2c5d652ae89753d0ba5cbb2	gi|2210943922|gb|MT091969.1|	94.048	99	1.84e-101	252	1856741	Tolypocladium sp.	ascomycete fungi	Tolypocladium sp.
efd2f748a2c5d652ae89753d0ba5cbb2	gi|2210943900|gb|MT091968.1|	94.048	99	1.84e-101	252	1856741	Tolypocladium sp.	ascomycete fungi	Tolypocladium sp.
efd2f748a2c5d652ae89753d0ba5cbb2	gi|2210943869|gb|MT091967.1|	94.048	99	1.84e-101	252	1856741	Tolypocladium sp.	ascomycete fungi	Tolypocladium sp.
efd2f748a2c5d652ae89753d0ba5cbb2	gi|2211721647|gb|MT219828.1|	94.048	99	1.84e-101	252	29910	Tolypocladium inflatum	ascomycete fungi	Tolypocladium inflatum
2ccd49c4829249f2f1dd31caf6e993b6	gi|2210943844|gb|MT091966.1|	94.841	99	8.52e-105	252	1856741	Tolypocladium sp.	ascomycete fungi	Tolypocladium sp.
2ccd49c4829249f2f1dd31caf6e993b6	gi|2209193008|gb|MN944108.1|	94.841	99	8.52e-105	252	38005	Tolypocladium cylindrosporum	ascomycete fungi	Tolypocladium cylindrosporum
2ccd49c4829249f2f1dd31caf6e993b6	gi|1829772138|ref|NC_046839.1|	94.444	99	3.96e-103	252	38005	Tolypocladium cylindrosporum	ascomycete fungi	Tolypocladium cylindrosporum
2ccd49c4829249f2f1dd31caf6e993b6	gi|2210943948|gb|MT091970.1|	94.444	99	3.96e-103	252	1856741	Tolypocladium sp.	ascomycete fungi	Tolypocladium sp.
2ccd49c4829249f2f1dd31caf6e993b6	gi|2210943922|gb|MT091969.1|	94.444	99	3.96e-103	252	1856741	Tolypocladium sp.	ascomycete fungi	Tolypocladium sp.
2ccd49c4829249f2f1dd31caf6e993b6	gi|2210943900|gb|MT091968.1|	94.444	99	3.96e-103	252	1856741	Tolypocladium sp.	ascomycete fungi	Tolypocladium sp.
2ccd49c4829249f2f1dd31caf6e993b6	gi|2210943869|gb|MT091967.1|	94.444	99	3.96e-103	252	1856741	Tolypocladium sp.	ascomycete fungi	Tolypocladium sp.
2ccd49c4829249f2f1dd31caf6e993b6	gi|2209192992|gb|MN922302.1|	94.422	99	1.43e-102	251	218633	Cordyceps cicadae	ascomycete fungi	Cordyceps cicadae
2ccd49c4829249f2f1dd31caf6e993b6	gi|1821738576|gb|MN583265.1|	94.048	99	1.84e-101	252	1856741	Tolypocladium sp.	ascomycete fungi	Tolypocladium sp.
2ccd49c4829249f2f1dd31caf6e993b6	gi|1079486683|ref|NC_031384.1|	94.048	99	1.84e-101	252	71617	Tolypocladium ophioglossoides	ascomycete fungi	Tolypocladium ophioglossoides
4e295878bf4442567e7c086ec3c02bde	gi|218138589|gb|FJ501222.1|	97.628	100	5.02e-117	253	581193	Hapsidospora cf. chrysogenum DAOM 226667	ascomycete fungi	Hapsidospora cf. chrysogenum DAOM 226667
4e295878bf4442567e7c086ec3c02bde	gi|372460066|gb|JN574859.1|	94.071	100	5.13e-102	253	755242	Cosmospora meliopsicola	ascomycete fungi	Cosmospora meliopsicola
4e295878bf4442567e7c086ec3c02bde	gi|372460078|gb|JN574865.1|	93.676	100	2.39e-100	253	431009	Macroconia gigas	ascomycete fungi	Macroconia gigas
4e295878bf4442567e7c086ec3c02bde	gi|372460090|gb|JN574871.1|	92.885	100	5.16e-97	253	45281	Pseudocosmospora vilior	ascomycete fungi	Pseudocosmospora vilior
4e295878bf4442567e7c086ec3c02bde	gi|372460072|gb|JN574862.1|	91.667	99	1.87e-91	252	144050	Thelonectria veuillotiana	ascomycete fungi	Thelonectria veuillotiana
4e295878bf4442567e7c086ec3c02bde	gi|218138600|gb|FJ501236.1|	90.909	100	1.13e-88	253	582650	Fusarium delphinoides	ascomycete fungi	Fusarium delphinoides
4e295878bf4442567e7c086ec3c02bde	gi|372460074|gb|JN574863.1|	90.514	100	5.24e-87	253	1053090	Dialonectria episphaeria	ascomycete fungi	Dialonectria episphaeria
4e295878bf4442567e7c086ec3c02bde	gi|1033319599|ref|NC_030252.1|	90.119	100	2.44e-85	253	29855	Nectria cinnabarina	ascomycete fungi	Nectria cinnabarina
4e295878bf4442567e7c086ec3c02bde	gi|218138602|gb|FJ501244.1|	90.119	100	2.44e-85	253	169388	Fusarium solani	ascomycete fungi	Fusarium solani
7373f9591cdda33b147cd3cd1df35bad	gi|372460066|gb|JN574859.1|	92.885	100	5.16e-97	253	755242	Cosmospora meliopsicola	ascomycete fungi	Cosmospora meliopsicola
7373f9591cdda33b147cd3cd1df35bad	gi|218138589|gb|FJ501222.1|	92.885	100	5.16e-97	253	581193	Hapsidospora cf. chrysogenum DAOM 226667	ascomycete fungi	Hapsidospora cf. chrysogenum DAOM 226667
7373f9591cdda33b147cd3cd1df35bad	gi|372460078|gb|JN574865.1|	91.700	100	5.20e-92	253	431009	Macroconia gigas	ascomycete fungi	Macroconia gigas
7373f9591cdda33b147cd3cd1df35bad	gi|372460090|gb|JN574871.1|	91.304	100	2.42e-90	253	45281	Pseudocosmospora vilior	ascomycete fungi	Pseudocosmospora vilior
7373f9591cdda33b147cd3cd1df35bad	gi|372460074|gb|JN574863.1|	91.304	100	2.42e-90	253	1053090	Dialonectria episphaeria	ascomycete fungi	Dialonectria episphaeria
7373f9591cdda33b147cd3cd1df35bad	gi|372460072|gb|JN574862.1|	90.873	99	4.05e-88	252	144050	Thelonectria veuillotiana	ascomycete fungi	Thelonectria veuillotiana
2a8141b563282b370d784d3170c6ed6f	gi|372460066|gb|JN574859.1|	93.281	100	1.11e-98	253	755242	Cosmospora meliopsicola	ascomycete fungi	Cosmospora meliopsicola
2a8141b563282b370d784d3170c6ed6f	gi|218138589|gb|FJ501222.1|	93.281	100	1.11e-98	253	581193	Hapsidospora cf. chrysogenum DAOM 226667	ascomycete fungi	Hapsidospora cf. chrysogenum DAOM 226667
2a8141b563282b370d784d3170c6ed6f	gi|372460078|gb|JN574865.1|	92.095	100	1.12e-93	253	431009	Macroconia gigas	ascomycete fungi	Macroconia gigas
2a8141b563282b370d784d3170c6ed6f	gi|372460090|gb|JN574871.1|	91.700	100	5.20e-92	253	45281	Pseudocosmospora vilior	ascomycete fungi	Pseudocosmospora vilior
2a8141b563282b370d784d3170c6ed6f	gi|372460074|gb|JN574863.1|	90.909	100	1.13e-88	253	1053090	Dialonectria episphaeria	ascomycete fungi	Dialonectria episphaeria
2a8141b563282b370d784d3170c6ed6f	gi|372460072|gb|JN574862.1|	90.873	99	4.05e-88	252	144050	Thelonectria veuillotiana	ascomycete fungi	Thelonectria veuillotiana
1cdbd799164acff1bdc0914399e7a504	gi|372460066|gb|JN574859.1|	92.490	100	2.40e-95	253	755242	Cosmospora meliopsicola	ascomycete fungi	Cosmospora meliopsicola
1cdbd799164acff1bdc0914399e7a504	gi|218138589|gb|FJ501222.1|	92.490	100	2.40e-95	253	581193	Hapsidospora cf. chrysogenum DAOM 226667	ascomycete fungi	Hapsidospora cf. chrysogenum DAOM 226667
1cdbd799164acff1bdc0914399e7a504	gi|372460078|gb|JN574865.1|	92.095	100	1.12e-93	253	431009	Macroconia gigas	ascomycete fungi	Macroconia gigas
1cdbd799164acff1bdc0914399e7a504	gi|372460090|gb|JN574871.1|	90.909	100	1.13e-88	253	45281	Pseudocosmospora vilior	ascomycete fungi	Pseudocosmospora vilior
1cdbd799164acff1bdc0914399e7a504	gi|1033319599|ref|NC_030252.1|	90.514	100	5.24e-87	253	29855	Nectria cinnabarina	ascomycete fungi	Nectria cinnabarina
1cdbd799164acff1bdc0914399e7a504	gi|372460074|gb|JN574863.1|	90.514	100	5.24e-87	253	1053090	Dialonectria episphaeria	ascomycete fungi	Dialonectria episphaeria
1cdbd799164acff1bdc0914399e7a504	gi|372460072|gb|JN574862.1|	90.079	99	8.76e-85	252	144050	Thelonectria veuillotiana	ascomycete fungi	Thelonectria veuillotiana
459ce078be930fafcb71ae03ac8cd892	gi|1770690688|ref|NC_045058.1|	94.862	100	2.37e-105	253	2509265	Prototheca bovis	green algae	Prototheca bovis
459ce078be930fafcb71ae03ac8cd892	gi|1381389463|ref|NC_037449.1|	93.281	100	1.11e-98	253	1973153	Prototheca ciferrii	green algae	Prototheca ciferrii
bccc5ceece0f9a09dd5915e8fff9cc54	gi|189187587|gb|EU678459.1|	92.857	99	1.86e-96	252	290615	Leohumicola verrucosa	ascomycete fungi	Leohumicola verrucosa
bccc5ceece0f9a09dd5915e8fff9cc54	gi|189187581|gb|EU678456.1|	92.857	99	1.86e-96	252	290615	Leohumicola verrucosa	ascomycete fungi	Leohumicola verrucosa
bccc5ceece0f9a09dd5915e8fff9cc54	gi|189187567|gb|EU678449.1|	92.857	99	1.86e-96	252	290615	Leohumicola verrucosa	ascomycete fungi	Leohumicola verrucosa
bccc5ceece0f9a09dd5915e8fff9cc54	gi|189187601|gb|EU678466.1|	92.460	99	8.64e-95	252	290618	Leohumicola minima	ascomycete fungi	Leohumicola minima
bccc5ceece0f9a09dd5915e8fff9cc54	gi|189187591|gb|EU678461.1|	92.460	99	8.64e-95	252	290619	Leohumicola sp. DAOM 231148	ascomycete fungi	Leohumicola sp. DAOM 231148
bccc5ceece0f9a09dd5915e8fff9cc54	gi|189187585|gb|EU678458.1|	92.460	99	8.64e-95	252	290615	Leohumicola verrucosa	ascomycete fungi	Leohumicola verrucosa
bccc5ceece0f9a09dd5915e8fff9cc54	gi|189187583|gb|EU678457.1|	92.460	99	8.64e-95	252	290615	Leohumicola verrucosa	ascomycete fungi	Leohumicola verrucosa
bccc5ceece0f9a09dd5915e8fff9cc54	gi|189187505|gb|EU678418.1|	92.460	99	8.64e-95	252	290615	Leohumicola verrucosa	ascomycete fungi	Leohumicola verrucosa
bccc5ceece0f9a09dd5915e8fff9cc54	gi|189187577|gb|EU678454.1|	92.063	99	4.02e-93	252	290615	Leohumicola verrucosa	ascomycete fungi	Leohumicola verrucosa
bccc5ceece0f9a09dd5915e8fff9cc54	gi|189187527|gb|EU678429.1|	92.063	99	4.02e-93	252	533304	Leohumicola levissima	ascomycete fungi	Leohumicola levissima
550289ed82c26b0c507476ae5c50c931	gi|189187587|gb|EU678459.1|	92.095	100	1.12e-93	253	290615	Leohumicola verrucosa	ascomycete fungi	Leohumicola verrucosa
550289ed82c26b0c507476ae5c50c931	gi|189187581|gb|EU678456.1|	92.095	100	1.12e-93	253	290615	Leohumicola verrucosa	ascomycete fungi	Leohumicola verrucosa
550289ed82c26b0c507476ae5c50c931	gi|189187567|gb|EU678449.1|	92.095	100	1.12e-93	253	290615	Leohumicola verrucosa	ascomycete fungi	Leohumicola verrucosa
550289ed82c26b0c507476ae5c50c931	gi|189187527|gb|EU678429.1|	92.095	100	1.12e-93	253	533304	Leohumicola levissima	ascomycete fungi	Leohumicola levissima
550289ed82c26b0c507476ae5c50c931	gi|189187507|gb|EU678419.1|	92.095	100	1.12e-93	253	533304	Leohumicola levissima	ascomycete fungi	Leohumicola levissima
550289ed82c26b0c507476ae5c50c931	gi|1280082891|gb|MG132079.1|	91.700	100	5.20e-92	253	1955105	Leohumicola sp.	ascomycete fungi	Leohumicola sp.
550289ed82c26b0c507476ae5c50c931	gi|189187601|gb|EU678466.1|	91.700	100	5.20e-92	253	290618	Leohumicola minima	ascomycete fungi	Leohumicola minima
550289ed82c26b0c507476ae5c50c931	gi|189187591|gb|EU678461.1|	91.700	100	5.20e-92	253	290619	Leohumicola sp. DAOM 231148	ascomycete fungi	Leohumicola sp. DAOM 231148
550289ed82c26b0c507476ae5c50c931	gi|189187583|gb|EU678457.1|	91.700	100	5.20e-92	253	290615	Leohumicola verrucosa	ascomycete fungi	Leohumicola verrucosa
550289ed82c26b0c507476ae5c50c931	gi|189187569|gb|EU678450.1|	91.700	100	5.20e-92	253	533305	Leohumicola atra	ascomycete fungi	Leohumicola atra
85b42aa79d4cc0b31415984a3eb63c0c	gi|1690434287|gb|MH924828.1|	97.233	100	2.34e-115	253	1755430	Ilyonectria sp.	ascomycete fungi	Ilyonectria sp.
85b42aa79d4cc0b31415984a3eb63c0c	gi|1037241508|ref|NC_030340.1|	94.048	99	1.84e-101	252	64609	Ilyonectria destructans	ascomycete fungi	Ilyonectria destructans
85b42aa79d4cc0b31415984a3eb63c0c	gi|372460070|gb|JN574861.1|	93.651	99	8.58e-100	252	595255	Cylindrodendrum hubeiense	ascomycete fungi	Cylindrodendrum hubeiense
85b42aa79d4cc0b31415984a3eb63c0c	gi|372460072|gb|JN574862.1|	93.173	98	1.86e-96	249	144050	Thelonectria veuillotiana	ascomycete fungi	Thelonectria veuillotiana
85b42aa79d4cc0b31415984a3eb63c0c	gi|218138602|gb|FJ501244.1|	90.157	100	2.44e-85	254	169388	Fusarium solani	ascomycete fungi	Fusarium solani
85b42aa79d4cc0b31415984a3eb63c0c	gi|1839127545|gb|MT010934.1|	90.119	99	8.76e-85	253	48507	Fusarium denticulatum	ascomycete fungi	Fusarium denticulatum
85b42aa79d4cc0b31415984a3eb63c0c	gi|1839127312|gb|MT010926.1|	90.119	99	8.76e-85	253	42673	Fusarium nygamai	ascomycete fungi	Fusarium nygamai
f6663c23a14f981c85a3a4e2ab180618	gi|1690434287|gb|MH924828.1|	97.628	100	5.02e-117	253	1755430	Ilyonectria sp.	ascomycete fungi	Ilyonectria sp.
f6663c23a14f981c85a3a4e2ab180618	gi|1037241508|ref|NC_030340.1|	94.444	99	3.96e-103	252	64609	Ilyonectria destructans	ascomycete fungi	Ilyonectria destructans
f6663c23a14f981c85a3a4e2ab180618	gi|372460070|gb|JN574861.1|	94.048	99	1.84e-101	252	595255	Cylindrodendrum hubeiense	ascomycete fungi	Cylindrodendrum hubeiense
